"type_2","type_3","id","dob","country","head_of_org","revenue","last_edited_by","last_edited_date","date_added","raw_source","algorithm"
"Organization","Company","Hayes, Perkins and Harris",NA,"Oceanus","Cécile Nguyen du Moulin",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Hayes, Smith and Marshall",NA,"Arreciviento","Margaret Delaunay",17565.99,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hayes-Baker",NA,"Oceanus","Alfonso Vela de la O",11986.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hayes-Charles",NA,"Uzifrica","Gilles Picard",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hayes-Parks",NA,"Oceanus","Raffaello Ludovisi",4766.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Haynes PLC",NA,"Imazam","Ennio Mozart",8158.65,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Haynes, Davies and Ochoa",NA,"Mawalara","Berenice Monti",4786.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Haynes, Garcia and Burnett",NA,"Brindisola","Mercedes José Eduardo Ordóñez",56578.05,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Haynes, Jennings and Ballard",NA,"Ariuzima","Théophile Pires",6232.12,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Haynes-Esparza",NA,"Isla Solmar","Mariano Mateo Fuentes Farías",40466.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Haynes-Lucero",NA,"Kondanovia","Chad Adams",50917.41,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hays Inc",NA,"Uzifrica","Mark Moore",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Heath Group",NA,"Oceanus","Jeff Frost",21491.56,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Heath Ltd",NA,"Nalakond","Terri Rodgers",21966.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Heath PLC",NA,"Oceanus","Patrick Henry",24681.76,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Heath, Hernandez and Oneill",NA,"Naraliket","Eva Barcaccia",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Heath, Warren and Mcbride",NA,"Oceanus","Silvio Vecellio-Nitti",25066.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Heath-Andersen",NA,"Oceanus","Annetta Fattori",43816.94,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Heath-Ray",NA,"Mawalara","Susan Blin",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Heath-Smith",NA,"Oceanus","Mtro. Jaqueline Barraza",27553.05,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Heath-White",NA,"Uzifrica","Mirko Corcos",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hebert Group",NA,"Azurionix","Aria Semitecolo",7933.38,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson Group",NA,"Oceanus","Ing. Juan Carlos Cedillo",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson Inc",NA,"Naraliket","Giacinto Rizzo",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson LLC",NA,"Valtalmo","Kristina Roberts",5751.6,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson Ltd",NA,"Mawalara","Tiffany Weeks",4683.81,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson PLC",NA,"Uzifrica","María Cristina Maximiliano Valentín de la Torre",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson, Acosta and Rivas",NA,"Naraliket","Bruno Rufino Benavídez Angulo",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson, Alexander and Galvan",NA,"Brindivaria","Sig.ra Sylvia Nicolini",490862.56,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson, Brown and Baker",NA,"Mawalara","Christophe Imbert",20466.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Henderson, Chambers and Mccann",NA,"Coraland","Jackson Romero",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson, Edwards and Sexton",NA,"Novarctica","Virginia Lorena Córdova Narváez",80866.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson, Gomez and Williams",NA,"Mawalara","Alta  Gracia Sáenz",4826.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Henderson, Hall and Lutz",NA,"Oceanus","Dott. Fausto Faggiani",26390.08,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson, Reeves and Marsh",NA,"Azurionix","Kimberly Jackson",5158710.4,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson, Wagner and Dennis",NA,"Oceanus","Alexandre Rémy",9536.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson, Williams and Keller",NA,"Marifada","Sr(a). Renato Benavídez",10721.49,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson-Davis",NA,"Oceanus","Christopher Arnold",12561.4,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson-Diaz",NA,"Mawalara","Gianfranco Carfagna",22966.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson-Rasmussen",NA,"Mawalara","François Noël",9476.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henderson-Wallace",NA,"Thessalandia","Michael Sanford",8349.95,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hendricks Inc",NA,"Mawalara","Annalisa Baroffio",119716.23,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Hendricks, Zuniga and Miller",NA,"Oceanus","Dr. Robert Gonzalez PhD",33924.5,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hendricks-Elliott",NA,"Oceanus","Ranieri Cavanna",4799.16,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hendricks-Green",NA,"Oceanus","Ornella Pugliese",31141.21,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hendricks-Oliver",NA,"Uziland","Alice Le Colas",73233.15,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hendricks-Small",NA,"Gavanovia","Margarita Guillen Villagómez",53018.33,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hendrix PLC",NA,"Nalakond","Mark Wall MD",8099.93,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hendrix, Green and Nunez",NA,"Azurionix","Tristan-Paul Godard",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hendrix-Hernandez",NA,"Wysterion","Vincent Lefort",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry and Sons",NA,"Faraluna","Richard Lamb",9621.78,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry Ltd",NA,"Oceanus","Devin Castro",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry PLC",NA,"Oceanus","Domenico Asprucci",42258.43,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry, Edwards and Bartlett",NA,"Uzifrica","Clemente Antonia Magaña Mateo",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry, Lopez and Williams",NA,"Quornova","Tammy Bailey",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry, Morrison and Macdonald",NA,"Oceanus","Richard Erickson",10942.76,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry, Porter and Jefferson",NA,"Oceanus","Travis Powell",6666.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry, Williams and Thompson",NA,"Uzifrica","Gianna Persico",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Henry-Alvarez",NA,"Valtalmo","Durante Beccheria",27766.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FinancialCompany","Henry-Bennett",NA,"Novarctica","Azeglio Zanichelli-Bersani",84266.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry-Brooks",NA,"Oceanus","Michel Faivre",11111.62,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry-Dixon",NA,"Naraliket","Guglielmo Balla-Petrucci",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry-Norton",NA,"Novarctica","Puccio Bersani-Chigi",8198.07,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henry-Page",NA,"Oceanus","Fiorenzo Federici",21227.63,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hensley Ltd",NA,"Mawalara","Dott. Federica Bramante",82466.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hensley, Hayden and Wright",NA,"Oceanus","Victoria Tyler",8860.33,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hensley, Johnson and Adams",NA,"Uzifrica","James Green",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hensley-Green",NA,"Mawalara","Sig. Vincentio Baresi",6346.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henson Inc",NA,"Oceanus","Émile Gosselin",4946.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Henson, Baker and Anderson",NA,"Lumakari","Francisca Prado Ramírez",13316.13,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Henson-Ortiz",NA,"Oceanus","Juan Armstrong",9461.8,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Herman, May and Wise",NA,"Oceanus","Cesare Sanguineti",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Herman, Rodgers and Green",NA,"Imazam","Fiorino Turrini",19166.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Herman, Wagner and Higgins",NA,"Mawalara","Sig.ra Fortunata Luxardo",28920.03,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Herman, Webb and Johnson",NA,"Oceanus","Sig.ra Fabrizia Costanzi",4733.4,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Herman-Erickson",NA,"Mawalara","John Fuentes",6933.76,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Herman-Williams",NA,"Mawandia","Cécile Blanc",319215.29,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez and Sons",NA,"Oceanus","Gilbert Prévost-Riou",4956.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Hernandez Group",NA,"Novarctica","Renata Gremese",340428.48,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez Inc",NA,"Oceanus","Sig. Gioffre Coppola",5576.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez LLC",NA,"Rivenisla","Tamara Graves",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez Ltd",NA,"Thessalandia","Sig.ra Lilla Cerutti",594085.87,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez PLC",NA,"Galduzim","Ryan Bennett",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Barnes and Blackwell",NA,"Naraliket","Kristin Adams",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Collins and Adkins",NA,"Isla Solmar","Vincenza Canova",36066.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Hernandez, Diaz and Hamilton",NA,"Oceanus","Dott. Hugo Buscetta",48707.68,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Dunlap and Lynch",NA,"Calabrand","Charles Williams",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Farmer and Banks",NA,"Faraluna","Emmanuel Roussel",10536.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Fleming and Jones",NA,"Oceanus","Marie Coleman",9943.84,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Foster and Powell",NA,"Novarctica","Roland Mathieu",131925.1,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Franklin and Marsh",NA,"Oceanus","Ronaldo Bodoni",82315.9,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Garner and Bowen",NA,"Mawalara","Olivier Blin de la Hoarau",420025.76,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Gillespie and Rosario",NA,"Quornova","Javier Sáenz",14286.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Lawson and Wood",NA,"Brindisola","Carolina Porfirio Vanegas Espinal",9457.87,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Levy and Hanson",NA,"Oceanus","Tiffany Alvarez",20060.83,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Martinez and Morales",NA,"Novarctica","Isaac-Frédéric Paris",4485103.41,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Mason and Rojas",NA,"Oceanus","Dott. Ninetta Iacovelli",27800.78,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Miller and Ryan",NA,"Naraliket","Juan Levy",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Hernandez, Reeves and Adams",NA,"Uzifrica","Paulina Lourdes Laureano Razo",168247.96,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Rhodes and Campos",NA,"Oceanus","Luce Lacroix du Marty",5096.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Rivera and White",NA,"Calabrand","Patricia Brown",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Russo and Williams",NA,"Naraliket","Fedele Fuseli",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Shelton and Welch",NA,"Mawalara","David Nazario Palomo",8051.53,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Thomas and Franklin",NA,"Uzifrica","John Clark",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Thompson and Moore",NA,"Oceanus","Monique Dupré",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Hernandez, Williams and Ruiz",NA,"Nalakond","Nicolas Mathieu-Fabre",8634.64,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Williamson and Gomez",NA,"Oceanus","Zeferino Sandra Fierro",95966.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Hernandez, Wood and Diaz",NA,"Oceanus","Ana María Ignacio Baca Saldaña",23166.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez, Wright and Lane",NA,"Naraliket","Kimberly Fisher",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Allen",NA,"Oceanus","Michele Redi",4749.7,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","LogisticsCompany","Hernandez-Anderson",NA,"Oceanus","Gabriel Garcia",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Beard",NA,"Oceanus","Fabrizia Veltroni",4766.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Beasley",NA,"Oceanus","Frédérique Bourdon-Gimenez",5996.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Campbell",NA,"Thessalandia","Manon de Grondin",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Foley",NA,"Imazam","Rosa Tanzini",4730.79,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Griffin",NA,"Oceanus","Adelmo Garobbio",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Hamilton",NA,"Imazam","Fausto Bevilacqua",5766.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Henderson",NA,"Mawandia","Marthe Lamy",12456.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Hensley",NA,"Isla Solmar","Emilio Javier Valverde Irizarry",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Hughes",NA,"Brindisola","Maryse-Maryse Moreau",5886.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Jacobson",NA,"Oceanus","David Murphy",5542.38,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Johnson",NA,"Oceanus","Charlotte Barre",21996.08,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Jones",NA,"Isla Solmar","Laurent Garnier de la David",30766.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Kelly",NA,"Mawalara","Monica Luna",43266.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Lara",NA,"Quirinelle","Daniel Ledoux-Salmon",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Mayer",NA,"Naraliket","William May",119452.31,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Moore",NA,"Oceanus","Charles Brown",6030.55,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Moran",NA,"Oceanus","Daniel Williams",4736.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Perez",NA,"Oceanus","Matthew Brown",10047.16,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Rodriguez",NA,"Oceanus","Célina Marion",12383.75,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Rogers",NA,"Anderia del Mar","Elena César Valle Gurule",0,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","FishingCompany","Hernandez-Rojas",NA,"Lumakari","Clémence De Oliveira du Royer",41128.47,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Smith",NA,"Oceanus","Paolo Tacchini-Costanzi",5391.31,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Snyder",NA,"Thessalandia","Gino Bonatti",8326.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Valencia",NA,"Isla Solmar","Hugues Besson",7662.58,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Hernandez-Webb",NA,"Oceanus","Megan Lopez",20234.17,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Herrera Group",NA,"Arvaros","Virginie du Rodriguez",146666.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Herrera LLC",NA,"Mawandia","Brian Martinez",360843.98,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Herrera Ltd",NA,"Novarctica","Tina Hernandez",22656.68,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Herrera PLC",NA,"Galduzim","Renata Tarchetti",55766.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Herrera, Garrison and Mays",NA,"Mawalara","Micheletto Farinelli",108666.67,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
"Organization","Company","Herrera, Smith and Gallagher",NA,"Uzifrica","Aurore Olivier",8205988.64,"Pelagia Alethea Mordoch",2035-01-01,2035-01-01,"Existing Corporate Structure Data","Automatic Import"
